delivery_id,factory_id,project_id,date,priority_level,demand,distance_km,weather_index,traffic_index,predicted_delay_probability,priority_score,recommended_action
D1116,F4,P29,2026-04-27,Medium,1,126.83,0.8,0.98,1.0,0.6006180184285658,High risk: prioritize dispatch and monitor closely
D953,F2,P113,2026-04-07,Medium,1,480.03,0.97,0.69,1.0,0.6001216823978717,High risk: prioritize dispatch and monitor closely
D646,F2,P134,2026-04-02,Medium,1,245.2,0.95,0.78,1.0,0.5997187306620976,High risk: prioritize dispatch and monitor closely
D61,F1,P106,2026-04-27,Medium,1,107.22,0.8,0.98,1.0,0.5996219599958467,High risk: prioritize dispatch and monitor closely
D525,F4,P90,2026-04-22,Medium,1,582.44,0.77,0.82,1.0,0.5992314920480973,High risk: prioritize dispatch and monitor closely
D606,F2,P174,2026-04-08,Medium,1,255.09,0.84,0.87,1.0,0.598581557385426,High risk: prioritize dispatch and monitor closely
D616,F4,P14,2026-04-22,Medium,1,563.96,0.77,0.82,1.0,0.5982928301492371,High risk: prioritize dispatch and monitor closely
D484,F5,P93,2026-04-15,Medium,1,856.61,0.91,0.59,1.0,0.5979678465979795,High risk: prioritize dispatch and monitor closely
D220,F1,P195,2026-04-15,Medium,1,833.21,0.91,0.59,1.0,0.5967792812065656,High risk: prioritize dispatch and monitor closely
D732,F2,P168,2026-04-08,Medium,1,217.53,0.84,0.87,1.0,0.5966737575520282,High risk: prioritize dispatch and monitor closely
D905,F3,P174,2026-04-27,Medium,1,46.06,0.8,0.98,1.0,0.596515436092476,High risk: prioritize dispatch and monitor closely
D818,F1,P12,2026-04-07,Medium,1,408.29,0.97,0.69,1.0,0.596477764398725,High risk: prioritize dispatch and monitor closely
D487,F4,P60,2026-04-08,Medium,1,204.86,0.84,0.87,1.0,0.5960302052653097,High risk: prioritize dispatch and monitor closely
D1019,F2,P59,2026-04-07,Medium,1,398.56,0.97,0.69,1.0,0.5959835446868251,High risk: prioritize dispatch and monitor closely
D531,F5,P123,2026-04-02,Medium,1,169.12,0.95,0.78,1.0,0.5958543693382186,High risk: prioritize dispatch and monitor closely
D40,F4,P150,2026-04-15,Medium,1,813.95,0.91,0.59,1.0,0.595801000461325,High risk: prioritize dispatch and monitor closely
D367,F5,P11,2026-04-25,High,1,67.21,0.48,0.08,0.9850914042719903,0.5950754593345636,Immediate action: allocate fastest route and backup resources
D1053,F3,P139,2026-04-07,Medium,1,380.53,0.97,0.69,1.0,0.5950677398147228,High risk: prioritize dispatch and monitor closely
D529,F1,P32,2026-04-22,Medium,1,488.15,0.77,0.82,1.0,0.5944421830414128,High risk: prioritize dispatch and monitor closely
D403,F2,P117,2026-04-22,Medium,1,479.52,0.77,0.82,1.0,0.594003836061588,High risk: prioritize dispatch and monitor closely
D850,F2,P60,2026-04-07,Medium,1,350.23,0.97,0.69,1.0,0.5935287000130203,High risk: prioritize dispatch and monitor closely
D747,F3,P142,2026-04-07,Medium,1,361.82,0.97,0.69,0.9975078125,0.5928354838711549,High risk: prioritize dispatch and monitor closely
D323,F4,P87,2026-04-23,Medium,1,862.12,0.74,0.68,1.0,0.5928308729286735,High risk: prioritize dispatch and monitor closely
D809,F5,P6,2026-04-15,Medium,1,754.82,0.91,0.59,1.0,0.5927975871453292,High risk: prioritize dispatch and monitor closely
D716,F1,P114,2026-04-07,Medium,1,331.39,0.97,0.69,1.0,0.5925717524927537,High risk: prioritize dispatch and monitor closely
D1075,F3,P44,2026-04-22,Medium,1,437.17,0.77,0.82,1.0,0.5918527358767001,High risk: prioritize dispatch and monitor closely
D135,F1,P193,2026-04-22,Medium,1,427.52,0.77,0.82,1.0,0.5913625796362239,High risk: prioritize dispatch and monitor closely
D356,F1,P90,2026-04-07,Medium,1,303.72,0.97,0.69,1.0,0.5911662993141031,High risk: prioritize dispatch and monitor closely
D245,F4,P141,2026-04-13,Medium,1,840.59,0.58,0.86,1.0,0.5910300472898026,High risk: prioritize dispatch and monitor closely
D132,F2,P193,2026-04-02,Medium,1,71.5,0.95,0.78,1.0,0.5908959183335253,High risk: prioritize dispatch and monitor closely
D174,F5,P59,2026-04-02,Medium,1,56.93,0.95,0.78,1.0,0.5901558586004954,High risk: prioritize dispatch and monitor closely
D13,F3,P174,2026-04-02,Medium,1,46.06,0.95,0.78,1.0,0.5896037344208086,High risk: prioritize dispatch and monitor closely
D1098,F3,P90,2026-04-07,Medium,1,263.11,0.97,0.69,1.0,0.5891035796326793,High risk: prioritize dispatch and monitor closely
D75,F5,P184,2026-04-07,Medium,1,243.76,0.97,0.69,1.0,0.5881207274820871,High risk: prioritize dispatch and monitor closely
D1014,F4,P114,2026-04-15,Medium,1,647.27,0.91,0.59,1.0,0.5873347577501769,High risk: prioritize dispatch and monitor closely
D439,F2,P33,2026-04-22,Medium,1,337.58,0.77,0.82,1.0,0.5867942218881997,High risk: prioritize dispatch and monitor closely
D1189,F2,P39,2026-04-22,Medium,1,362.05,0.77,0.82,0.9975078125,0.58675522464554,High risk: prioritize dispatch and monitor closely
D191,F5,P172,2026-04-25,High,1,559.82,0.48,0.08,0.9179400889990419,0.5855560336436482,Immediate action: allocate fastest route and backup resources
D79,F3,P109,2026-04-25,High,1,329.39,0.48,0.08,0.9402727872973654,0.5853390276877057,Immediate action: allocate fastest route and backup resources
D497,F2,P181,2026-04-22,Medium,1,280.71,0.77,0.82,1.0,0.5839056016399216,High risk: prioritize dispatch and monitor closely
D1179,F4,P72,2026-04-13,Medium,1,699.75,0.58,0.86,1.0,0.5838763058484893,High risk: prioritize dispatch and monitor closely
D76,F4,P58,2026-04-13,Medium,1,693.19,0.58,0.86,1.0,0.583543101191751,High risk: prioritize dispatch and monitor closely
D765,F3,P199,2026-04-15,Medium,1,566.78,0.91,0.59,1.0,0.5832463975640699,High risk: prioritize dispatch and monitor closely
D513,F4,P14,2026-04-15,Medium,1,563.96,0.91,0.59,1.0,0.5831031601963866,High risk: prioritize dispatch and monitor closely
D547,F3,P14,2026-04-15,Medium,1,562.46,0.91,0.59,1.0,0.5830269701071935,High risk: prioritize dispatch and monitor closely
D579,F2,P195,2026-04-15,Medium,1,562.19,0.91,0.59,1.0,0.5830132558911387,High risk: prioritize dispatch and monitor closely
D977,F3,P71,2026-04-15,Medium,1,544.06,0.91,0.59,1.0,0.5820923716797569,High risk: prioritize dispatch and monitor closely
D514,F1,P138,2026-04-23,Medium,1,647.62,0.74,0.68,1.0,0.5819356901740462,High risk: prioritize dispatch and monitor closely
D236,F3,P164,2026-04-15,Medium,1,527.37,0.91,0.59,1.0,0.5812446299540006,High risk: prioritize dispatch and monitor closely
D948,F1,P176,2026-04-13,Medium,1,619.17,0.58,0.86,1.0,0.5797833742570307,High risk: prioritize dispatch and monitor closely
D197,F5,P45,2026-04-15,Medium,1,490.92,0.91,0.59,1.0,0.5793932107866059,High risk: prioritize dispatch and monitor closely
D580,F5,P177,2026-04-22,Medium,1,174.58,0.77,0.82,1.0,0.5785148988625388,High risk: prioritize dispatch and monitor closely
D618,F3,P113,2026-04-23,Medium,1,578.13,0.74,0.68,1.0,0.5784060573086893,High risk: prioritize dispatch and monitor closely
D147,F1,P146,2026-04-23,Medium,1,572.6,0.74,0.68,1.0,0.5781251698465304,High risk: prioritize dispatch and monitor closely
D164,F5,P138,2026-04-22,Medium,1,165.68,0.77,0.82,1.0,0.5780628376666592,High risk: prioritize dispatch and monitor closely
D282,F4,P63,2026-04-23,Medium,1,568.29,0.74,0.68,1.0,0.5779062503235819,High risk: prioritize dispatch and monitor closely
D997,F2,P32,2026-04-15,Medium,1,456.76,0.91,0.59,1.0,0.5776581084887128,High risk: prioritize dispatch and monitor closely
D895,F1,P22,2026-04-15,Medium,1,454.76,0.91,0.59,1.0,0.5775565217031219,High risk: prioritize dispatch and monitor closely
D1092,F1,P72,2026-04-13,Medium,1,571.71,0.58,0.86,1.0,0.577372719834958,High risk: prioritize dispatch and monitor closely
D372,F5,P168,2026-04-23,Medium,1,546.25,0.74,0.68,1.0,0.5767867639463699,High risk: prioritize dispatch and monitor closely
D526,F1,P177,2026-04-23,Medium,1,528.67,0.74,0.68,1.0,0.5758938161010256,High risk: prioritize dispatch and monitor closely
D405,F3,P138,2026-04-21,Medium,1,780.84,0.57,0.74,1.0,0.5756183739605436,High risk: prioritize dispatch and monitor closely
D712,F2,P178,2026-04-23,Medium,1,518.52,0.74,0.68,1.0,0.5753782631641516,High risk: prioritize dispatch and monitor closely
D340,F4,P111,2026-04-06,Medium,1,873.39,0.55,0.71,1.0,0.5752882265957827,High risk: prioritize dispatch and monitor closely
D406,F5,P69,2026-04-15,Medium,1,404.26,0.91,0.59,1.0,0.5749914553669508,High risk: prioritize dispatch and monitor closely
D993,F4,P77,2026-04-23,Medium,1,505.78,0.74,0.68,1.0,0.5747311553399375,High risk: prioritize dispatch and monitor closely
D923,F2,P138,2026-04-13,Medium,1,511.43,0.58,0.86,1.0,0.5743108941172473,High risk: prioritize dispatch and monitor closely
D366,F4,P92,2026-04-21,Medium,1,747.07,0.57,0.74,1.0,0.5739030810858408,High risk: prioritize dispatch and monitor closely
D322,F4,P168,2026-04-23,Medium,1,430.2,0.74,0.68,1.0,0.5708921907124561,High risk: prioritize dispatch and monitor closely
D938,F3,P44,2026-04-13,Medium,1,437.17,0.58,0.86,1.0,0.570538976768256,High risk: prioritize dispatch and monitor closely
D1052,F3,P57,2026-04-15,Medium,1,312.45,0.91,0.59,1.0,0.5703281139743992,High risk: prioritize dispatch and monitor closely
D247,F1,P44,2026-04-06,Medium,1,774.84,0.55,0.71,1.0,0.5702825377357896,High risk: prioritize dispatch and monitor closely
D392,F5,P22,2026-04-06,Medium,1,772.7,0.55,0.71,1.0,0.5701738398752074,High risk: prioritize dispatch and monitor closely
D256,F2,P80,2026-04-15,Medium,1,308.18,0.91,0.59,1.0,0.5701112261871626,High risk: prioritize dispatch and monitor closely
D634,F3,P144,2026-04-06,Medium,1,768.57,0.55,0.71,1.0,0.5699640631629621,High risk: prioritize dispatch and monitor closely
D859,F1,P90,2026-04-15,Medium,1,303.72,0.91,0.59,1.0,0.5698846876552948,High risk: prioritize dispatch and monitor closely
D900,F3,P184,2026-04-06,Medium,1,752.16,0.55,0.71,1.0,0.5691305435871885,High risk: prioritize dispatch and monitor closely
D432,F2,P111,2026-04-23,Medium,1,388.36,0.74,0.68,1.0,0.5687669951578939,High risk: prioritize dispatch and monitor closely
D298,F3,P13,2026-04-23,Medium,1,380.97,0.74,0.68,1.0,0.5683916319851354,High risk: prioritize dispatch and monitor closely
D855,F4,P129,2026-04-21,Medium,1,636.92,0.57,0.74,1.0,0.5683081888694202,High risk: prioritize dispatch and monitor closely
D199,F3,P103,2026-04-25,High,1,298.85,0.48,0.08,0.9080257979572663,0.567200847833706,Immediate action: allocate fastest route and backup resources
D867,F1,P84,2026-04-06,Medium,1,701.87,0.55,0.71,1.0,0.5665761438635045,High risk: prioritize dispatch and monitor closely
D436,F5,P60,2026-04-23,Medium,1,334.34,0.74,0.68,1.0,0.5660231360790828,High risk: prioritize dispatch and monitor closely
D745,F2,P6,2026-04-13,Medium,1,343.61,0.58,0.86,1.0,0.5657867469383123,High risk: prioritize dispatch and monitor closely
D885,F3,P33,2026-04-21,Medium,1,581.89,0.57,0.74,1.0,0.5655130284638857,High risk: prioritize dispatch and monitor closely
D115,F3,P171,2026-04-23,Medium,1,270.41,0.74,0.68,1.0,0.5627759144776688,High risk: prioritize dispatch and monitor closely
D963,F1,P165,2026-04-21,Medium,1,513.41,0.57,0.74,1.0,0.5620346969252523,High risk: prioritize dispatch and monitor closely
D1089,F3,P165,2026-04-13,Medium,1,264.07,0.58,0.86,1.0,0.561746640475361,High risk: prioritize dispatch and monitor closely
D725,F2,P63,2026-04-13,Medium,1,252.54,0.58,0.86,1.0,0.5611609926564293,High risk: prioritize dispatch and monitor closely
D62,F4,P90,2026-04-06,Medium,1,582.44,0.55,0.71,1.0,0.5605098889619422,High risk: prioritize dispatch and monitor closely
D571,F5,P121,2026-04-09,Medium,1,671.93,0.84,0.43,1.0,0.5603457883115838,High risk: prioritize dispatch and monitor closely
D95,F4,P193,2026-04-21,Medium,1,469.24,0.57,0.74,1.0,0.5597911527654766,High risk: prioritize dispatch and monitor closely
D1152,F3,P14,2026-04-06,Medium,1,562.46,0.55,0.71,1.0,0.5594950369738888,High risk: prioritize dispatch and monitor closely
D928,F5,P81,2026-04-09,Medium,1,653.13,0.84,0.43,1.0,0.559390872527029,High risk: prioritize dispatch and monitor closely
D892,F2,P45,2026-04-15,Medium,1,83.75,0.91,0.59,1.0,0.5587116650420764,High risk: prioritize dispatch and monitor closely
D708,F4,P39,2026-04-21,Medium,1,443.41,0.57,0.74,1.0,0.5584791594295697,High risk: prioritize dispatch and monitor closely
D612,F5,P71,2026-04-23,Medium,1,174.76,0.74,0.68,1.0,0.5579175264567825,High risk: prioritize dispatch and monitor closely
D592,F2,P57,2026-04-15,Medium,1,65.61,0.91,0.59,1.0,0.5577902728967666,High risk: prioritize dispatch and monitor closely
D585,F1,P177,2026-04-06,Medium,1,528.67,0.55,0.71,1.0,0.55777872823133,High risk: prioritize dispatch and monitor closely
D42,F1,P93,2026-04-06,Medium,1,519.44,0.55,0.71,1.0,0.5573099052158279,High risk: prioritize dispatch and monitor closely
D288,F4,P121,2026-04-16,Medium,1,967.78,0.35,0.71,1.0,0.5572579257004265,High risk: prioritize dispatch and monitor closely
D444,F4,P77,2026-04-06,Medium,1,505.78,0.55,0.71,1.0,0.5566160674702418,High risk: prioritize dispatch and monitor closely
D55,F5,P154,2026-04-06,Medium,1,501.88,0.55,0.71,1.0,0.5564179732383395,High risk: prioritize dispatch and monitor closely
D1032,F3,P122,2026-04-09,Medium,1,586.95,0.84,0.43,1.0,0.5560293657918252,High risk: prioritize dispatch and monitor closely
D991,F5,P117,2026-04-13,Medium,1,143.99,0.58,0.86,1.0,0.5556473698684816,High risk: prioritize dispatch and monitor closely
D1106,F5,P84,2026-04-06,Medium,1,458.15,0.55,0.71,1.0,0.5541967781713938,High risk: prioritize dispatch and monitor closely
D149,F1,P127,2026-04-06,Medium,1,476.53,0.55,0.71,0.9975078125,0.5538484491666097,High risk: prioritize dispatch and monitor closely
D909,F1,P113,2026-04-13,Medium,1,103.33,0.58,0.86,1.0,0.5535821105174179,High risk: prioritize dispatch and monitor closely
D382,F1,P174,2026-04-09,Medium,1,490.0,0.84,0.43,1.0,0.5511049463603048,High risk: prioritize dispatch and monitor closely
D355,F4,P181,2026-04-09,Medium,1,481.14,0.84,0.43,1.0,0.550654916900137,High risk: prioritize dispatch and monitor closely
D1082,F3,P115,2026-04-09,Medium,1,477.39,0.84,0.43,1.0,0.550464441677154,High risk: prioritize dispatch and monitor closely
D381,F4,P57,2026-04-09,Medium,1,473.58,0.84,0.43,1.0,0.5502709188506032,High risk: prioritize dispatch and monitor closely
D290,F4,P69,2026-04-06,Medium,1,378.59,0.55,0.71,1.0,0.5501556558405866,High risk: prioritize dispatch and monitor closely
D685,F2,P22,2026-04-06,Medium,1,346.48,0.55,0.71,1.0,0.5485246799979242,High risk: prioritize dispatch and monitor closely
D611,F2,P39,2026-04-06,Medium,1,362.05,0.55,0.71,0.9975078125,0.5480336215593848,High risk: prioritize dispatch and monitor closely
D353,F5,P127,2026-04-21,Medium,1,233.3,0.57,0.74,1.0,0.5478069596693146,High risk: prioritize dispatch and monitor closely
D921,F1,P114,2026-04-06,Medium,1,331.39,0.55,0.71,1.0,0.5477582077006407,High risk: prioritize dispatch and monitor closely
D635,F4,P65,2026-04-25,High,1,293.29,0.48,0.08,0.8706213260402818,0.5476786221058284,Immediate action: allocate fastest route and backup resources
D128,F3,P195,2026-04-30,Medium,1,836.3,0.92,0.25,1.0,0.5476059713243799,High risk: prioritize dispatch and monitor closely
D544,F1,P45,2026-04-09,Medium,1,418.08,0.84,0.43,1.0,0.5474518855504549,High risk: prioritize dispatch and monitor closely
D880,F4,P60,2026-04-21,Medium,1,204.86,0.57,0.74,1.0,0.5463623955782115,High risk: prioritize dispatch and monitor closely
D1103,F2,P14,2026-04-06,Medium,1,296.96,0.55,0.71,1.0,0.5460093911866928,High risk: prioritize dispatch and monitor closely
D65,F1,P142,2026-04-26,Medium,1,789.56,0.53,0.44,1.0,0.5457462473392906,High risk: prioritize dispatch and monitor closely
D609,F4,P93,2026-04-26,Medium,1,782.77,0.53,0.44,1.0,0.5454013602022094,High risk: prioritize dispatch and monitor closely
D139,F3,P138,2026-04-26,Medium,1,780.84,0.53,0.44,1.0,0.5453033289541142,High risk: prioritize dispatch and monitor closely
D309,F4,P138,2026-04-09,Medium,1,372.16,0.84,0.43,1.0,0.5451194529532871,High risk: prioritize dispatch and monitor closely
D310,F5,P130,2026-04-25,High,1,396.23,0.48,0.08,0.8531120989145892,0.5439010371133416,Immediate action: allocate fastest route and backup resources
D261,F3,P184,2026-04-26,Medium,1,752.16,0.53,0.44,1.0,0.5438465744487402,High risk: prioritize dispatch and monitor closely
D222,F5,P139,2026-04-09,Medium,1,340.15,0.84,0.43,1.0,0.5434935564499044,High risk: prioritize dispatch and monitor closely
D563,F1,P141,2026-04-16,Medium,1,683.49,0.35,0.71,1.0,0.5428178720626037,High risk: prioritize dispatch and monitor closely
D842,F1,P129,2026-04-17,Medium,1,879.0,0.48,0.38,1.0,0.5421237561834588,High risk: prioritize dispatch and monitor closely
D904,F2,P14,2026-04-09,Medium,1,296.96,0.84,0.43,1.0,0.5412997898150682,High risk: prioritize dispatch and monitor closely
D824,F1,P84,2026-04-26,Medium,1,701.87,0.53,0.44,1.0,0.5412921747250562,High risk: prioritize dispatch and monitor closely
D280,F1,P6,2026-04-26,Medium,1,690.54,0.53,0.44,1.0,0.5407166855846837,High risk: prioritize dispatch and monitor closely
D970,F3,P129,2026-04-17,Medium,1,874.89,0.48,0.38,0.9975155763239876,0.5406370772686746,High risk: prioritize dispatch and monitor closely
D214,F2,P181,2026-04-09,Medium,1,280.71,0.84,0.43,1.0,0.5404743971821419,High risk: prioritize dispatch and monitor closely
D512,F2,P134,2026-04-09,Medium,1,245.2,0.84,0.43,1.0,0.538670723803975,High risk: prioritize dispatch and monitor closely
D82,F3,P29,2026-04-16,Medium,1,600.62,0.35,0.71,1.0,0.5386086236016435,High risk: prioritize dispatch and monitor closely
D66,F4,P84,2026-04-14,Medium,1,717.19,0.88,0.24,1.0,0.5385341100427599,High risk: prioritize dispatch and monitor closely
D715,F5,P63,2026-04-30,Medium,1,655.19,0.92,0.25,1.0,0.5384067799551933,High risk: prioritize dispatch and monitor closely
D1046,F5,P112,2026-04-04,Low,1,765.24,0.97,1.0,1.0,0.5379421564842846,High risk: prioritize dispatch and monitor closely
D449,F1,P176,2026-04-26,Medium,1,619.17,0.53,0.44,1.0,0.5370915611408713,High risk: prioritize dispatch and monitor closely
D184,F4,P14,2026-04-16,Medium,1,563.96,0.35,0.71,1.0,0.5367465378217617,High risk: prioritize dispatch and monitor closely
D965,F5,P165,2026-04-11,Medium,1,924.28,0.89,0.15,1.0,0.5365636295733179,High risk: prioritize dispatch and monitor closely
D864,F5,P22,2026-04-28,Medium,1,772.7,0.56,0.32,1.0,0.5362100593351302,High risk: prioritize dispatch and monitor closely
D20,F1,P129,2026-04-19,Medium,1,879.0,0.33,0.43,1.0,0.5356138976322371,High risk: prioritize dispatch and monitor closely
D153,F5,P87,2026-04-03,Medium,1,1002.63,0.11,0.93,1.0,0.5355282897556793,High risk: prioritize dispatch and monitor closely
D690,F5,P12,2026-04-26,Medium,1,584.61,0.53,0.44,1.0,0.53533614148586,High risk: prioritize dispatch and monitor closely
D1005,F3,P146,2026-04-28,Medium,1,754.4,0.56,0.32,1.0,0.5352805402469732,High risk: prioritize dispatch and monitor closely
D454,F1,P71,2026-04-30,Medium,1,629.21,0.92,0.25,0.9950349923934846,0.5345333065273021,High risk: prioritize dispatch and monitor closely
D1162,F4,P6,2026-04-19,Medium,1,853.65,0.33,0.43,1.0,0.5343262851248721,High risk: prioritize dispatch and monitor closely
D1016,F5,P92,2026-04-11,Medium,1,862.75,0.89,0.15,1.0,0.533438312114613,High risk: prioritize dispatch and monitor closely
D788,F4,P87,2026-04-11,Medium,1,862.12,0.89,0.15,1.0,0.5334063122771519,High risk: prioritize dispatch and monitor closely
D517,F2,P184,2026-04-16,Medium,1,495.82,0.35,0.71,1.0,0.5332854760366788,High risk: prioritize dispatch and monitor closely
D707,F3,P177,2026-04-14,Medium,1,611.8,0.88,0.24,1.0,0.5331809943760458,High risk: prioritize dispatch and monitor closely
D1073,F4,P92,2026-04-17,Medium,1,747.07,0.48,0.38,0.9950259821512509,0.5328640881722242,High risk: prioritize dispatch and monitor closely
D110,F1,P80,2026-04-18,Medium,1,702.76,0.71,0.25,1.0,0.5323843161211123,High risk: prioritize dispatch and monitor closely
D360,F3,P157,2026-04-16,Medium,1,474.78,0.35,0.71,1.0,0.5322167830522622,High risk: prioritize dispatch and monitor closely
D238,F1,P195,2026-04-11,Medium,1,833.21,0.89,0.15,1.0,0.531937875291435,High risk: prioritize dispatch and monitor closely
D1024,F4,P165,2026-04-19,Medium,1,806.12,0.33,0.43,1.0,0.5319120751653037,High risk: prioritize dispatch and monitor closely
D117,F4,P71,2026-04-26,Medium,1,508.85,0.53,0.44,1.0,0.5314880340476755,High risk: prioritize dispatch and monitor closely
D417,F1,P185,2026-04-04,Low,1,636.58,0.97,1.0,1.0,0.53140707856722,High risk: prioritize dispatch and monitor closely
D225,F1,P22,2026-04-16,Medium,1,454.76,0.35,0.71,1.0,0.531199899328497,High risk: prioritize dispatch and monitor closely
D1168,F1,P58,2026-04-28,Medium,1,667.61,0.56,0.32,1.0,0.5308721816862548,High risk: prioritize dispatch and monitor closely
D752,F4,P14,2026-04-14,Medium,1,563.96,0.88,0.24,1.0,0.5307510384647107,High risk: prioritize dispatch and monitor closely
D614,F5,P45,2026-04-26,Medium,1,490.92,0.53,0.44,1.0,0.5305773085148529,High risk: prioritize dispatch and monitor closely
D1151,F4,P165,2026-04-11,Medium,1,806.12,0.89,0.15,1.0,0.5305618822806057,High risk: prioritize dispatch and monitor closely
D107,F1,P57,2026-04-16,Medium,1,437.29,0.35,0.71,1.0,0.5303125387563602,High risk: prioritize dispatch and monitor closely
D215,F2,P146,2026-04-30,Medium,1,495.3,0.92,0.25,1.0,0.5302854243811264,High risk: prioritize dispatch and monitor closely
D653,F5,P30,2026-04-18,Medium,1,657.75,0.71,0.25,1.0,0.5300981055113884,High risk: prioritize dispatch and monitor closely
D1166,F4,P6,2026-04-01,Medium,1,853.65,0.55,0.21,1.0,0.5300828217729646,High risk: prioritize dispatch and monitor closely
D383,F4,P114,2026-04-28,Medium,1,647.27,0.56,0.32,1.0,0.529839044076795,High risk: prioritize dispatch and monitor closely
D601,F4,P57,2026-04-26,Medium,1,473.58,0.53,0.44,1.0,0.5296965510837794,High risk: prioritize dispatch and monitor closely
D101,F3,P174,2026-04-09,Medium,1,46.06,0.84,0.43,1.0,0.528555727562686,High risk: prioritize dispatch and monitor closely
D1081,F4,P150,2026-04-12,Medium,1,813.95,0.51,0.23,1.0,0.5283556511257057,High risk: prioritize dispatch and monitor closely
D687,F5,P108,2026-04-17,Medium,1,595.92,0.48,0.38,1.0,0.5277451625509184,High risk: prioritize dispatch and monitor closely
D861,F4,P168,2026-04-26,Medium,1,430.2,0.53,0.44,1.0,0.5274931337043122,High risk: prioritize dispatch and monitor closely
D631,F4,P171,2026-04-14,Medium,1,519.78,0.88,0.24,0.9975155763239876,0.5272290683006123,High risk: prioritize dispatch and monitor closely
D471,F1,P84,2026-04-19,Medium,1,701.87,0.33,0.43,1.0,0.5266168639663764,High risk: prioritize dispatch and monitor closely
D834,F4,P193,2026-04-14,Medium,1,469.24,0.88,0.24,1.0,0.5259398882991243,High risk: prioritize dispatch and monitor closely
D85,F1,P59,2026-04-11,Medium,1,704.38,0.89,0.15,1.0,0.5253941624975952,High risk: prioritize dispatch and monitor closely
D660,F4,P177,2026-04-16,Medium,1,336.82,0.35,0.71,1.0,0.5252093265821998,High risk: prioritize dispatch and monitor closely
D629,F3,P117,2026-04-12,Medium,1,749.65,0.51,0.23,1.0,0.5250896359689572,High risk: prioritize dispatch and monitor closely
D467,F5,P6,2026-04-01,Medium,1,754.82,0.55,0.21,1.0,0.5250629107629888,High risk: prioritize dispatch and monitor closely
D573,F5,P106,2026-04-11,Medium,1,696.53,0.89,0.15,1.0,0.5249954343641507,High risk: prioritize dispatch and monitor closely
D223,F1,P114,2026-04-16,Medium,1,331.39,0.35,0.71,1.0,0.5249335184593205,High risk: prioritize dispatch and monitor closely
D624,F5,P143,2026-04-04,Low,1,501.58,0.97,1.0,1.0,0.5245499705398322,High risk: prioritize dispatch and monitor closely
D654,F3,P33,2026-04-17,Medium,1,581.89,0.48,0.38,0.9950155763239876,0.524468683083689,High risk: prioritize dispatch and monitor closely
D816,F4,P69,2026-04-30,Medium,1,378.59,0.92,0.25,1.0,0.5243573275079676,High risk: prioritize dispatch and monitor closely
D736,F3,P138,2026-04-20,Medium,1,780.84,0.25,0.41,1.0,0.5242949706172088,High risk: prioritize dispatch and monitor closely
D127,F4,P32,2026-04-03,Medium,1,770.82,0.11,0.93,1.0,0.5237538733717626,High risk: prioritize dispatch and monitor closely
D694,F4,P134,2026-04-26,Medium,1,342.16,0.53,0.44,1.0,0.5230212834025995,High risk: prioritize dispatch and monitor closely
D1200,F4,P164,2026-04-10,Medium,1,797.36,0.22,0.4,1.0,0.5228033873676043,High risk: prioritize dispatch and monitor closely
D331,F1,P146,2026-04-17,Medium,1,572.6,0.48,0.38,0.9925656425332086,0.5227366350267949,High risk: prioritize dispatch and monitor closely
D1158,F2,P121,2026-04-30,Medium,1,445.72,0.92,0.25,0.9900428775110425,0.5226454225754243,High risk: prioritize dispatch and monitor closely
D719,F4,P21,2026-04-04,Low,1,463.88,0.97,1.0,1.0,0.5226350596314432,High risk: prioritize dispatch and monitor closely
D722,F5,P134,2026-04-28,Medium,1,490.11,0.56,0.32,1.0,0.5218563544650597,High risk: prioritize dispatch and monitor closely
D151,F2,P144,2026-04-18,Medium,1,493.01,0.71,0.25,1.0,0.5217304019822634,High risk: prioritize dispatch and monitor closely
D1136,F4,P32,2026-04-10,Medium,1,770.82,0.22,0.4,1.0,0.5214553307228127,High risk: prioritize dispatch and monitor closely
D433,F4,P181,2026-04-18,Medium,1,481.14,0.71,0.25,1.0,0.5211274844097813,High risk: prioritize dispatch and monitor closely
D943,F4,P57,2026-04-28,Medium,1,473.58,0.56,0.32,1.0,0.5210167396821507,High risk: prioritize dispatch and monitor closely
D1119,F4,P57,2026-04-28,Medium,1,473.58,0.56,0.32,1.0,0.5210167396821507,High risk: prioritize dispatch and monitor closely
D897,F3,P168,2026-04-26,Medium,1,299.38,0.53,0.44,1.0,0.5208483420588095,High risk: prioritize dispatch and monitor closely
D957,F5,P3,2026-04-03,Medium,1,712.02,0.11,0.93,1.0,0.5207672218753893,High risk: prioritize dispatch and monitor closely
D74,F5,P5,2026-04-04,Low,1,426.06,0.97,1.0,1.0,0.5207140535159187,High risk: prioritize dispatch and monitor closely
D1197,F2,P10,2026-04-04,Low,1,425.4,0.97,1.0,1.0,0.5206805298766737,High risk: prioritize dispatch and monitor closely
D852,F5,P150,2026-04-28,Medium,1,463.46,0.56,0.32,1.0,0.5205027105470605,High risk: prioritize dispatch and monitor closely
D313,F4,P72,2026-04-20,Medium,1,699.75,0.25,0.41,1.0,0.5201761343954245,High risk: prioritize dispatch and monitor closely
D805,F2,P81,2026-04-14,Medium,1,355.01,0.88,0.24,1.0,0.5201377590400983,High risk: prioritize dispatch and monitor closely
D934,F2,P150,2026-04-14,Medium,1,353.71,0.88,0.24,1.0,0.5200717276294642,High risk: prioritize dispatch and monitor closely
