delivery_id,factory_id,project_id,date,priority_level,predicted_delay_probability,predicted_delay_class,priority_score,delay_hours,reward_score,optimized_planning_score,recommended_action
D255,F4,P52,2026-04-16,High,0.9975039123630672,1,0.6614520754276687,11.07,-37.14,1.0351175558547148,Immediate action: allocate fastest route and backup resources
D137,F2,P32,2026-04-08,Medium,1.0,1,0.6088250609104874,10.500000000000002,-33.0,1.0351087416425666,High risk: prioritize dispatch and monitor closely
D544,F1,P45,2026-04-09,Medium,1.0,1,0.5474518855504549,8.100000000000001,-28.200000000000003,1.0347421753318478,High risk: prioritize dispatch and monitor closely
D577,F5,P32,2026-04-05,Medium,1.0,1,0.5199887458562236,7.02,-26.04,1.0347320097098076,High risk: prioritize dispatch and monitor closely
D102,F1,P138,2026-04-08,Medium,1.0,1,0.6185194878594299,10.899999999999999,-33.8,1.0346354004166236,High risk: prioritize dispatch and monitor closely
D60,F2,P160,2026-04-13,High,1.0,1,0.7006315223299294,12.69,-40.379999999999995,1.0331175416486889,Immediate action: allocate fastest route and backup resources
D480,F2,P17,2026-04-22,High,1.0,1,0.7257989761497653,13.69,-42.379999999999995,1.0328655750313107,Immediate action: allocate fastest route and backup resources
D1079,F1,P130,2026-04-05,High,1.0,1,0.6362761551900175,10.169999999999998,-35.339999999999996,1.0328191140105563,Immediate action: allocate fastest route and backup resources
D765,F3,P199,2026-04-15,Medium,1.0,1,0.5832463975640699,9.639999999999999,-31.279999999999998,1.031390779872153,High risk: prioritize dispatch and monitor closely
D207,F4,P195,2026-04-29,Medium,0.992516906126061,1,0.5004409157062845,6.390000000000002,-24.780000000000005,1.0311984144353135,High risk: prioritize dispatch and monitor closely
D506,F2,P6,2026-04-11,Medium,0.9926074658104289,1,0.5032669172989969,6.540000000000001,-25.080000000000002,1.0302115029624437,High risk: prioritize dispatch and monitor closely
D1153,F4,P125,2026-04-21,High,1.0,1,0.7053873656101098,13.010000000000002,-41.02,1.029739170388961,Immediate action: allocate fastest route and backup resources
D948,F1,P176,2026-04-13,Medium,1.0,1,0.5797833742570307,9.599999999999998,-31.199999999999996,1.0289445333826026,High risk: prioritize dispatch and monitor closely
D33,F3,P89,2026-04-07,High,0.9975078125,1,0.7332949609023828,14.150000000000002,-43.300000000000004,1.0286686263828098,Immediate action: allocate fastest route and backup resources
D276,F3,P145,2026-04-07,Low,1.0,1,0.4576624694922864,3.33,-21.66,1.028074264103369,High risk: prioritize dispatch and monitor closely
D1018,F1,P105,2026-04-02,Low,1.0,1,0.472059188615327,3.9000000000000004,-22.8,1.027981913577198,High risk: prioritize dispatch and monitor closely
D986,F5,P88,2026-04-16,High,1.0,1,0.6689200886862653,11.670000000000002,-38.34,1.027333916850983,Immediate action: allocate fastest route and backup resources
D217,F5,P61,2026-04-08,Low,1.0,1,0.47197597823916126,3.960000000000001,-22.92,1.0263735379747994,High risk: prioritize dispatch and monitor closely
D715,F5,P63,2026-04-30,Medium,1.0,1,0.5384067799551933,8.100000000000001,-28.200000000000003,1.0256970697365861,High risk: prioritize dispatch and monitor closely
D872,F1,P53,2026-04-16,Low,1.0,1,0.3852445771967999,0.5799999999999998,-16.16,1.0255597780102212,High risk: prioritize dispatch and monitor closely
D206,F2,P82,2026-04-25,Medium,0.796060339055338,1,0.3829576533119809,2.01,-16.02,1.0250522135560074,High risk: prioritize dispatch and monitor closely
D1200,F4,P164,2026-04-10,Medium,1.0,1,0.5228033873676043,7.539999999999999,-27.08,1.024328552593837,High risk: prioritize dispatch and monitor closely
D644,F3,P111,2026-04-02,Medium,1.0,1,0.6127929499676502,11.100000000000001,-34.2,1.023824978437401,High risk: prioritize dispatch and monitor closely
D655,F4,P136,2026-04-15,High,1.0,1,0.7215309015157958,13.880000000000003,-42.760000000000005,1.0237678105142705,Immediate action: allocate fastest route and backup resources
D525,F4,P90,2026-04-22,Medium,1.0,1,0.5992314920480973,10.569999999999999,-33.14,1.0237358133495715,High risk: prioritize dispatch and monitor closely
D1183,F4,P90,2026-04-02,Medium,1.0,1,0.6168482944484402,11.28,-34.56,1.0233048272394925,High risk: prioritize dispatch and monitor closely
D799,F4,P31,2026-04-23,High,1.0,1,0.7134067684161884,13.580000000000002,-42.160000000000004,1.0232695035458272,Immediate action: allocate fastest route and backup resources
D1083,F1,P58,2026-04-20,Medium,1.0,1,0.5185436347509783,7.419999999999998,-26.839999999999996,1.0231191304296767,High risk: prioritize dispatch and monitor closely
D766,F1,P79,2026-04-17,High,1.0,1,0.6610376918587061,11.530000000000001,-38.06,1.0230102388846338,Immediate action: allocate fastest route and backup resources
D692,F3,P77,2026-04-24,Medium,1.0,1,0.513401847574937,7.229999999999999,-26.459999999999997,1.022807033136706,High risk: prioritize dispatch and monitor closely
D601,F4,P57,2026-04-26,Medium,1.0,1,0.5296965510837794,7.879999999999999,-27.759999999999998,1.0225791133613595,High risk: prioritize dispatch and monitor closely
D900,F3,P184,2026-04-06,Medium,1.0,1,0.5691305435871885,9.439999999999998,-30.879999999999995,1.0223588099827148,High risk: prioritize dispatch and monitor closely
D1042,F4,P68,2026-04-11,High,1.0,1,0.6440637819534965,10.889999999999999,-36.78,1.0223047580592413,Immediate action: allocate fastest route and backup resources
D610,F5,P41,2026-04-27,Low,1.0,1,0.48115500617719936,4.49,-23.98,1.0220802730811138,High risk: prioritize dispatch and monitor closely
D1136,F4,P32,2026-04-10,Medium,1.0,1,0.5214553307228127,7.580000000000002,-27.160000000000004,1.021963719131557,High risk: prioritize dispatch and monitor closely
D749,F5,P25,2026-04-06,Low,1.0,1,0.4125558468237435,1.7999999999999998,-18.6,1.0218593547037638,High risk: prioritize dispatch and monitor closely
D294,F2,P160,2026-04-30,High,1.0,1,0.6574253500195993,11.459999999999999,-37.92,1.0211772564761321,Immediate action: allocate fastest route and backup resources
D22,F5,P99,2026-04-06,Low,1.0,1,0.4133878425977332,1.88,-18.759999999999998,1.0206577968427764,High risk: prioritize dispatch and monitor closely
D736,F3,P138,2026-04-20,Medium,1.0,1,0.5242949706172088,7.789999999999999,-27.58,1.019465280734138,High risk: prioritize dispatch and monitor closely
D681,F4,P130,2026-04-03,High,1.0,1,0.6446868464106297,11.030000000000001,-37.06,1.0193691036551644,Immediate action: allocate fastest route and backup resources
D66,F4,P84,2026-04-14,Medium,1.0,1,0.5385341100427599,8.379999999999999,-28.759999999999998,1.0187069621017328,High risk: prioritize dispatch and monitor closely
D218,F5,P160,2026-04-19,High,1.0,1,0.6523472729547751,11.370000000000001,-37.74,1.0183869272506572,Immediate action: allocate fastest route and backup resources
D408,F4,P102,2026-04-27,High,1.0,1,0.7544884749595802,15.419999999999998,-45.839999999999996,1.0175794764847454,Immediate action: allocate fastest route and backup resources
D820,F2,P138,2026-04-12,Medium,1.0,1,0.5129896339372215,7.449999999999999,-26.9,1.0168025470028037,High risk: prioritize dispatch and monitor closely
D95,F4,P193,2026-04-21,Medium,1.0,1,0.5597911527654766,9.3,-30.6,1.0165781380222128,High risk: prioritize dispatch and monitor closely
D861,F4,P168,2026-04-26,Medium,1.0,1,0.5274931337043122,8.03,-28.06,1.01656278291631,High risk: prioritize dispatch and monitor closely
D1078,F1,P21,2026-04-07,Low,1.0,1,0.45735466153194587,3.7800000000000002,-22.560000000000002,1.0163277169462823,High risk: prioritize dispatch and monitor closely
D41,F2,P160,2026-04-30,High,1.0,1,0.6574253500195993,11.660000000000002,-38.32000000000001,1.0160933723886891,Immediate action: allocate fastest route and backup resources
D382,F1,P174,2026-04-09,Medium,1.0,1,0.5511049463603048,8.98,-29.96,1.0160261461569493,High risk: prioritize dispatch and monitor closely
D1071,F1,P123,2026-04-29,Medium,0.995016906126061,1,0.502935728550731,7.17,-26.34,1.013866079338733,High risk: prioritize dispatch and monitor closely
D992,F1,P32,2026-04-11,Medium,0.9975155763239876,1,0.513133189103037,7.609999999999999,-27.22,1.0128789948986647,High risk: prioritize dispatch and monitor closely
D1196,F1,P138,2026-04-05,Medium,1.0,1,0.5081894407098371,7.439999999999998,-26.879999999999995,1.0122565479797914,High risk: prioritize dispatch and monitor closely
D24,F5,P31,2026-04-09,High,1.0,1,0.6908710935798745,13.150000000000002,-41.300000000000004,1.0116641794975154,Immediate action: allocate fastest route and backup resources
D110,F1,P80,2026-04-18,Medium,1.0,1,0.5323843161211123,8.45,-28.9,1.0107778087494803,High risk: prioritize dispatch and monitor closely
D881,F2,P18,2026-04-23,Low,1.0,1,0.4310584882804685,2.9699999999999998,-20.939999999999998,1.0106212742489484,High risk: prioritize dispatch and monitor closely
D444,F4,P77,2026-04-06,Medium,1.0,1,0.5566160674702418,9.41,-30.82,1.0106069164788845,High risk: prioritize dispatch and monitor closely
D366,F4,P92,2026-04-21,Medium,1.0,1,0.5739030810858408,10.129999999999999,-32.26,1.0095919473796893,High risk: prioritize dispatch and monitor closely
D405,F3,P138,2026-04-21,Medium,1.0,1,0.5756183739605436,10.21,-32.42,1.009273686619415,High risk: prioritize dispatch and monitor closely
D604,F2,P190,2026-04-09,Low,1.0,1,0.4106957547879445,2.2300000000000004,-19.46,1.0090689118799627,High risk: prioritize dispatch and monitor closely
D885,F3,P33,2026-04-21,Medium,1.0,1,0.5655130284638857,9.849999999999998,-31.699999999999996,1.0083193324801543,High risk: prioritize dispatch and monitor closely
D1028,F4,P42,2026-04-04,Low,1.0,1,0.5092896036083626,6.2,-27.4,1.0067476615646411,High risk: prioritize dispatch and monitor closely
D145,F4,P81,2026-04-03,Medium,1.0,1,0.5060544077182548,7.58,-27.16,1.0065627961269992,High risk: prioritize dispatch and monitor closely
D779,F1,P70,2026-04-16,High,1.0,1,0.6735509223074279,12.680000000000003,-40.36000000000001,1.0062911358305593,Immediate action: allocate fastest route and backup resources
D134,F3,P112,2026-04-08,Low,1.0,1,0.4689029779750356,4.67,-24.34,1.0052527492002516,High risk: prioritize dispatch and monitor closely
D355,F4,P181,2026-04-09,Medium,1.0,1,0.550654916900137,9.390000000000002,-30.780000000000005,1.0051541543175238,High risk: prioritize dispatch and monitor closely
D331,F1,P146,2026-04-17,Medium,0.9925656425332086,1,0.5227366350267949,8.389999999999999,-28.779999999999998,1.0026552928813959,High risk: prioritize dispatch and monitor closely
D129,F1,P136,2026-04-08,High,1.0,1,0.7384767198226961,15.379999999999999,-45.76,1.00258449816535,Immediate action: allocate fastest route and backup resources
D933,F4,P30,2026-04-29,Medium,1.0,1,0.5075804059407952,7.810000000000002,-27.620000000000005,1.0022423276489802,High risk: prioritize dispatch and monitor closely
D459,F1,P127,2026-04-05,Medium,0.9900312135501221,1,0.49437153413020407,7.32,-26.64,1.0014889718526239,High risk: prioritize dispatch and monitor closely
D117,F4,P71,2026-04-26,Medium,1.0,1,0.5314880340476755,8.799999999999999,-29.599999999999998,1.0009847295230188,High risk: prioritize dispatch and monitor closely
D471,F1,P84,2026-04-19,Medium,1.0,1,0.5266168639663764,8.620000000000001,-29.240000000000002,1.000689055120418,High risk: prioritize dispatch and monitor closely
D977,F3,P71,2026-04-15,Medium,1.0,1,0.5820923716797569,10.81,-33.620000000000005,1.0004960320763,High risk: prioritize dispatch and monitor closely
D947,F4,P165,2026-04-05,Medium,1.0,1,0.5162401934679183,8.220000000000002,-28.440000000000005,1.0004801527968454,High risk: prioritize dispatch and monitor closely
D618,F3,P113,2026-04-23,Medium,1.0,1,0.5784060573086893,10.670000000000002,-33.34,1.000368436566442,High risk: prioritize dispatch and monitor closely
D85,F1,P59,2026-04-11,Medium,1.0,1,0.5253941624975952,8.59,-29.18,1.0002289362647532,High risk: prioritize dispatch and monitor closely
D320,F3,P151,2026-04-10,Low,1.0,1,0.36479733279518317,0.8000000000000003,-16.6,0.9995202611124174,High risk: prioritize dispatch and monitor closely
D454,F1,P71,2026-04-30,Medium,0.9950349923934846,1,0.5345333065273021,9.009999999999998,-30.019999999999996,0.9986919237108303,High risk: prioritize dispatch and monitor closely
D372,F5,P168,2026-04-23,Medium,1.0,1,0.5767867639463699,10.68,-33.36,0.9984949489997506,High risk: prioritize dispatch and monitor closely
D965,F5,P165,2026-04-11,Medium,1.0,1,0.5365636295733179,9.100000000000001,-30.200000000000003,0.9984344989174968,High risk: prioritize dispatch and monitor closely
D383,F4,P114,2026-04-28,Medium,1.0,1,0.529839044076795,8.850000000000001,-29.700000000000003,0.9980647685302775,High risk: prioritize dispatch and monitor closely
D243,F4,P15,2026-04-07,High,1.0,1,0.7349903306841026,15.46,-45.92,0.9970645553917792,Immediate action: allocate fastest route and backup resources
D882,F5,P25,2026-04-06,Low,1.0,1,0.4125558468237435,2.79,-20.58,0.9966941284709219,High risk: prioritize dispatch and monitor closely
D467,F5,P6,2026-04-01,Medium,1.0,1,0.5250629107629888,8.719999999999999,-29.439999999999998,0.9965931598733091,High risk: prioritize dispatch and monitor closely
D1101,F1,P30,2026-04-02,Medium,1.0,1,0.6116211463958589,12.13,-36.260000000000005,0.9964711718152792,High risk: prioritize dispatch and monitor closely
D722,F5,P134,2026-04-28,Medium,1.0,1,0.5218563544650597,8.600000000000001,-29.200000000000003,0.9964369340278456,High risk: prioritize dispatch and monitor closely
D734,F3,P24,2026-04-01,Low,1.0,1,0.3661999716541081,0.98,-16.96,0.9963474042926439,High risk: prioritize dispatch and monitor closely
D1014,F4,P114,2026-04-15,Medium,1.0,1,0.5873347577501769,11.18,-34.36,0.9963332325849505,High risk: prioritize dispatch and monitor closely
D333,F3,P78,2026-04-13,Low,1.0,1,0.4350486173542086,3.7300000000000004,-22.46,0.9952926437904057,High risk: prioritize dispatch and monitor closely
D982,F5,P148,2026-04-05,Low,1.0,1,0.35340876657992787,0.53,-16.06,0.9949949384152099,High risk: prioritize dispatch and monitor closely
D954,F5,P149,2026-04-24,Low,1.0,1,0.37053679546091606,1.21,-17.42,0.9948377613988926,High risk: prioritize dispatch and monitor closely
D1073,F4,P92,2026-04-17,Medium,0.9950259821512509,1,0.5328640881722242,9.129999999999999,-30.259999999999998,0.9939723749032867,High risk: prioritize dispatch and monitor closely
D495,F2,P104,2026-04-02,Low,1.0,1,0.4712546212734468,5.23,-25.46,0.993369517053823,High risk: prioritize dispatch and monitor closely
D912,F5,P58,2026-04-05,Medium,1.0,1,0.49864993360892074,7.809999999999999,-27.619999999999997,0.9933118553171058,High risk: prioritize dispatch and monitor closely
D449,F1,P176,2026-04-26,Medium,1.0,1,0.5370915611408713,9.329999999999998,-30.659999999999997,0.9931159637844911,High risk: prioritize dispatch and monitor closely
D760,F4,P173,2026-04-03,Low,0.9975026096033404,1,0.3634900296044553,1.0100000000000002,-17.02,0.9928748796298748,High risk: prioritize dispatch and monitor closely
D55,F5,P154,2026-04-06,Medium,1.0,1,0.5564179732383395,10.129999999999999,-32.26,0.9921068395321879,High risk: prioritize dispatch and monitor closely
D1,F5,P88,2026-04-30,High,1.0,1,0.6659464495949665,12.96,-40.92,0.9915692253956782,Immediate action: allocate fastest route and backup resources
D656,F5,P152,2026-04-20,Low,1.0,1,0.3644441000184563,1.1,-17.2,0.9915412022045264,High risk: prioritize dispatch and monitor closely
D539,F5,P18,2026-04-20,Low,1.0,1,0.3750365541520226,1.5299999999999994,-18.06,0.9912033055500906,High risk: prioritize dispatch and monitor closely
D403,F2,P117,2026-04-22,Medium,1.0,1,0.594003836061588,11.67,-35.34,0.9905467948821268,High risk: prioritize dispatch and monitor closely
D942,F4,P1,2026-04-13,High,1.0,1,0.704937278237201,14.549999999999999,-44.099999999999994,0.9901431755427423,Immediate action: allocate fastest route and backup resources
D1000,F1,P182,2026-04-07,Low,1.0,1,0.46359513777079675,5.07,-25.14,0.9897771408211271,High risk: prioritize dispatch and monitor closely
D247,F1,P44,2026-04-06,Medium,1.0,1,0.5702825377357896,10.779999999999998,-33.559999999999995,0.9894487807454491,High risk: prioritize dispatch and monitor closely
D981,F5,P158,2026-04-14,Low,1.0,1,0.38477539897589547,1.9899999999999998,-18.98,0.9892492169728451,High risk: prioritize dispatch and monitor closely
D186,F1,P182,2026-04-21,Low,1.0,1,0.4238126688466648,3.5299999999999994,-22.06,0.9891405793703048,High risk: prioritize dispatch and monitor closely
D973,F3,P135,2026-04-04,High,1.0,1,0.7805964160182044,17.580000000000002,-50.160000000000004,0.9887814693989871,Immediate action: allocate fastest route and backup resources
D1010,F3,P176,2026-04-02,Medium,1.0,1,0.6204693554208289,12.79,-37.58,0.988542563351688,High risk: prioritize dispatch and monitor closely
D895,F1,P22,2026-04-15,Medium,1.0,1,0.5775565217031219,11.110000000000001,-34.22,0.9883343559685006,High risk: prioritize dispatch and monitor closely
D371,F3,P185,2026-04-28,Low,1.0,1,0.37712566103366124,1.7599999999999998,-18.52,0.9874459457311702,High risk: prioritize dispatch and monitor closely
D499,F4,P49,2026-04-22,High,1.0,1,0.7244747923995876,15.43,-45.86,0.9873115997203805,Immediate action: allocate fastest route and backup resources
D373,F1,P49,2026-04-06,High,1.0,1,0.694214860619229,14.25,-43.5,0.9870465840559346,Immediate action: allocate fastest route and backup resources
D631,F4,P171,2026-04-14,Medium,0.9975155763239876,1,0.5272290683006123,9.19,-30.38,0.986812189805442,High risk: prioritize dispatch and monitor closely
D633,F5,P66,2026-04-23,Low,1.0,1,0.43640500080611916,4.120000000000001,-23.240000000000002,0.9867354532718029,High risk: prioritize dispatch and monitor closely
D265,F3,P38,2026-04-30,Low,1.0,1,0.3856233020300018,2.13,-19.259999999999998,0.9865384011657414,High risk: prioritize dispatch and monitor closely
D1081,F4,P150,2026-04-12,Medium,1.0,1,0.5283556511257057,9.25,-30.5,0.9864136074043025,High risk: prioritize dispatch and monitor closely
D36,F4,P70,2026-04-13,High,1.0,1,0.7110350250422965,14.940000000000001,-44.88,0.9863273483773244,Immediate action: allocate fastest route and backup resources
D407,F1,P182,2026-04-07,Low,1.0,1,0.46359513777079675,5.209999999999999,-25.419999999999998,0.9862184219599172,High risk: prioritize dispatch and monitor closely
D871,F4,P149,2026-04-24,Low,1.0,1,0.37188078863428403,1.6100000000000003,-18.22,0.9860139863973749,High risk: prioritize dispatch and monitor closely
D884,F4,P170,2026-04-08,High,1.0,1,0.7512024964536719,16.54,-48.08,0.9858237470891573,Immediate action: allocate fastest route and backup resources
D821,F1,P101,2026-04-21,Low,1.0,1,0.42027998837774017,3.5600000000000005,-22.12,0.9848453162882637,High risk: prioritize dispatch and monitor closely
D171,F2,P91,2026-04-15,Low,1.0,1,0.44130883280249406,4.42,-23.84,0.9840134591370135,High risk: prioritize dispatch and monitor closely
D998,F4,P102,2026-04-14,High,1.0,1,0.6624181792030435,13.16,-41.32,0.9829570709163123,Immediate action: allocate fastest route and backup resources
D151,F2,P144,2026-04-18,Medium,1.0,1,0.5217304019822634,9.13,-30.26,0.9828386887133258,High risk: prioritize dispatch and monitor closely
D260,F2,P162,2026-04-04,Low,1.0,1,0.5170076596436336,7.459999999999999,-29.919999999999998,0.9824372478490224,High risk: prioritize dispatch and monitor closely
D1131,F2,P55,2026-04-25,High,0.673939695077722,1,0.4588381391760423,5.1899999999999995,-25.38,0.9819698117739071,High risk: prioritize dispatch and monitor closely
D517,F2,P184,2026-04-16,Medium,1.0,1,0.5332854760366788,9.62,-31.24,0.9819382467535065,High risk: prioritize dispatch and monitor closely
D181,F5,P189,2026-04-06,High,1.0,1,0.6916249055205882,14.350000000000001,-43.7,0.9819146869135723,Immediate action: allocate fastest route and backup resources
D763,F3,P56,2026-04-02,High,1.0,1,0.7443381865632739,16.43,-47.86,0.9817555734468528,Immediate action: allocate fastest route and backup resources
D1033,F5,P107,2026-04-09,Low,1.0,1,0.41486538440252424,3.4799999999999995,-21.96,0.981464265948025,High risk: prioritize dispatch and monitor closely
D764,F5,P17,2026-04-03,High,1.0,1,0.6400854729572886,12.36,-39.72,0.9809599010203287,Immediate action: allocate fastest route and backup resources
D1155,F4,P79,2026-04-11,High,1.0,1,0.6457699320174961,12.590000000000002,-40.18000000000001,0.9807978933799768,Immediate action: allocate fastest route and backup resources
D400,F5,P196,2026-04-21,High,1.0,1,0.7070396746777463,15.009999999999998,-45.019999999999996,0.9805526385821692,Immediate action: allocate fastest route and backup resources
D448,F1,P177,2026-04-08,Medium,1.0,1,0.6124776137864093,12.799999999999999,-37.599999999999994,0.9802966275128964,High risk: prioritize dispatch and monitor closely
D393,F2,P18,2026-04-10,Low,1.0,1,0.3643203828368337,1.6099999999999994,-18.22,0.9784535805999246,High risk: prioritize dispatch and monitor closely
D270,F4,P167,2026-04-18,High,1.0,1,0.6624824489559931,13.380000000000003,-41.760000000000005,0.9774290681730748,Immediate action: allocate fastest route and backup resources
D279,F3,P127,2026-04-03,Medium,1.0,1,0.5115659987704907,8.95,-29.9,0.9772497811802516,High risk: prioritize dispatch and monitor closely
D777,F1,P161,2026-04-19,High,1.0,1,0.6590220327020272,13.309999999999999,-41.62,0.975748011349714,Immediate action: allocate fastest route and backup resources
D138,F3,P112,2026-04-10,Low,1.0,1,0.36558107484601715,1.7799999999999994,-18.56,0.9753929711347817,High risk: prioritize dispatch and monitor closely
D1067,F5,P100,2026-04-17,Low,1.0,1,0.38655375272950804,2.620000000000001,-20.240000000000002,0.9750133358510127,High risk: prioritize dispatch and monitor closely
D170,F2,P190,2026-04-09,Low,1.0,1,0.4106957547879445,3.6099999999999994,-22.22,0.9739901116766074,High risk: prioritize dispatch and monitor closely
D1065,F5,P133,2026-04-01,Low,1.0,1,0.38086808762558255,2.460000000000001,-19.92,0.9733947780170416,High risk: prioritize dispatch and monitor closely
D160,F2,P91,2026-04-14,Low,1.0,1,0.38895671107081814,2.7799999999999994,-20.56,0.9733491869223687,High risk: prioritize dispatch and monitor closely
D308,F3,P62,2026-04-25,Low,0.402350020460256,0,0.07382061579006018,2.8900000000000006,4.219999999999999,0.9731597108586926,Normal planning
D159,F2,P66,2026-04-20,Low,1.0,1,0.38005138582271886,2.4499999999999993,-19.9,0.9728322704185501,High risk: prioritize dispatch and monitor closely
D757,F2,P114,2026-04-29,Medium,0.9850462075822769,1,0.49025054697065273,8.29,-28.58,0.9727111468689751,High risk: prioritize dispatch and monitor closely
D47,F2,P107,2026-04-01,Low,1.0,1,0.3702289035706444,2.09,-19.18,0.9721607795238727,High risk: prioritize dispatch and monitor closely
D831,F2,P66,2026-04-20,Low,1.0,1,0.38005138582271886,2.4799999999999986,-19.959999999999997,0.9720696878054338,High risk: prioritize dispatch and monitor closely
D253,F4,P149,2026-04-13,Low,1.0,1,0.43662575220050776,4.71,-24.42,0.9719587466082351,High risk: prioritize dispatch and monitor closely
D1104,F2,P151,2026-04-26,Low,1.0,1,0.395002124134837,3.0999999999999996,-21.2,0.971260385446479,High risk: prioritize dispatch and monitor closely
D728,F5,P63,2026-04-02,Medium,1.0,1,0.6205435137743103,13.5,-39.0,0.9705689331947474,High risk: prioritize dispatch and monitor closely
D814,F2,P27,2026-04-19,Low,1.0,1,0.37412036871047927,2.42,-19.84,0.9676638359194268,High risk: prioritize dispatch and monitor closely
D178,F5,P150,2026-04-03,Medium,1.0,1,0.5081420161621484,9.2,-30.4,0.9674709434626059,High risk: prioritize dispatch and monitor closely
D970,F3,P129,2026-04-17,Medium,0.9975155763239876,1,0.5406370772686746,10.48,-32.96,0.9674291464094982,High risk: prioritize dispatch and monitor closely
D855,F4,P129,2026-04-21,Medium,1.0,1,0.5683081888694202,11.569999999999999,-35.14,0.9673930897336804,High risk: prioritize dispatch and monitor closely
D568,F4,P119,2026-04-10,Low,1.0,1,0.3822509584275609,2.7700000000000014,-20.540000000000003,0.9668976284834836,High risk: prioritize dispatch and monitor closely
D1158,F2,P121,2026-04-30,Medium,0.9900428775110425,1,0.5226454225754243,9.809999999999999,-31.619999999999997,0.9664685034091813,High risk: prioritize dispatch and monitor closely
D712,F2,P178,2026-04-23,Medium,1.0,1,0.5753782631641516,11.899999999999999,-35.8,0.9660747552841313,High risk: prioritize dispatch and monitor closely
D114,F3,P119,2026-04-08,Low,1.0,1,0.48065758493576216,6.68,-28.36,0.9659143210821779,High risk: prioritize dispatch and monitor closely
D672,F2,P24,2026-04-01,Low,1.0,1,0.3798608546464485,2.7200000000000006,-20.44,0.9657784957242319,High risk: prioritize dispatch and monitor closely
D843,F4,P57,2026-04-11,Medium,1.0,1,0.5136710474404018,9.52,-31.04,0.9648657602009508,High risk: prioritize dispatch and monitor closely
D451,F5,P16,2026-04-13,Low,1.0,1,0.4407070013116234,5.16,-25.32,0.9646012565226045,High risk: prioritize dispatch and monitor closely
D961,F3,P118,2026-04-21,High,1.0,1,0.6949091966103333,15.169999999999998,-45.339999999999996,0.964355053244802,Immediate action: allocate fastest route and backup resources
D562,F3,P74,2026-04-11,Low,0.995033697752729,1,0.37123608807697295,2.4400000000000004,-19.880000000000003,0.9642711668771762,High risk: prioritize dispatch and monitor closely
D564,F5,P82,2026-04-08,Medium,1.0,1,0.6190264059195286,13.689999999999998,-39.379999999999995,0.9642221354568952,High risk: prioritize dispatch and monitor closely
D72,F3,P131,2026-04-22,High,1.0,1,0.7316813589694082,16.63,-48.26,0.9640148617655444,Immediate action: allocate fastest route and backup resources
D9,F5,P132,2026-04-08,High,1.0,1,0.7428886339209102,17.08,-49.16,0.9637833975203001,Immediate action: allocate fastest route and backup resources
D1008,F2,P186,2026-04-14,Low,1.0,1,0.3866857384789329,3.0700000000000003,-21.14,0.9637065824036914,High risk: prioritize dispatch and monitor closely
D252,F4,P50,2026-04-10,Low,1.0,1,0.38631290604941426,3.0600000000000005,-21.12,0.9635879441785448,High risk: prioritize dispatch and monitor closely
D739,F4,P109,2026-04-18,High,1.0,1,0.6643440268019469,14.000000000000004,-43.00000000000001,0.963530605347956,Immediate action: allocate fastest route and backup resources
D240,F1,P40,2026-04-28,Low,1.0,1,0.39051835491204157,3.2299999999999986,-21.459999999999997,0.9634720915668459,High risk: prioritize dispatch and monitor closely
D791,F1,P33,2026-04-25,Medium,0.9950104221033403,1,0.5104895993603968,9.450000000000003,-30.900000000000006,0.9634636715515508,High risk: prioritize dispatch and monitor closely
D169,F4,P85,2026-04-05,Low,1.0,1,0.36319005023055057,2.17,-19.34,0.9630883725488015,High risk: prioritize dispatch and monitor closely
D219,F4,P98,2026-04-24,Low,1.0,1,0.3801215086814203,2.84,-20.68,0.962988819306738,High risk: prioritize dispatch and monitor closely
D413,F4,P103,2026-04-25,High,0.6912034995471775,1,0.4644363963624294,6.160000000000002,-27.320000000000004,0.9629112311361965,High risk: prioritize dispatch and monitor closely
D295,F5,P19,2026-04-25,Medium,0.9502938031344046,1,0.49036098727510324,8.68,-29.36,0.962908013202912,High risk: prioritize dispatch and monitor closely
D788,F4,P87,2026-04-11,Medium,1.0,1,0.5334063122771519,10.41,-32.82,0.9619777408485803,High risk: prioritize dispatch and monitor closely
D63,F1,P110,2026-04-17,Low,1.0,1,0.39045925670155135,3.290000000000001,-21.580000000000002,0.9618878281301227,High risk: prioritize dispatch and monitor closely
D96,F1,P80,2026-04-24,Medium,1.0,1,0.5192842303945798,9.879999999999999,-31.759999999999998,0.9613279517977318,High risk: prioritize dispatch and monitor closely
D962,F1,P191,2026-04-05,Low,1.0,1,0.36702901485803185,2.4000000000000004,-19.8,0.9610808704757238,High risk: prioritize dispatch and monitor closely
D1082,F3,P115,2026-04-09,Medium,1.0,1,0.550464441677154,11.120000000000001,-34.24,0.9609880817381605,High risk: prioritize dispatch and monitor closely
D876,F4,P101,2026-04-23,Low,1.0,1,0.4380613733451793,5.209999999999999,-25.419999999999998,0.9606846575342998,High risk: prioritize dispatch and monitor closely
D923,F2,P138,2026-04-13,Medium,1.0,1,0.5743108941172473,12.080000000000002,-36.160000000000004,0.9604318905585283,High risk: prioritize dispatch and monitor closely
D1194,F4,P129,2026-04-25,Medium,0.8508112842341223,1,0.42994302408818863,6.409999999999998,-24.819999999999997,0.9601921344084734,High risk: prioritize dispatch and monitor closely
